,hlayer_size,activation,crossover_method,mutation_method,mutation_rate,gen,avg,best
87,"(1,)",tanh,two-point,permutate,0.1,3.0,31.72,39.0
87,"(1,)",tanh,two-point,permutate,0.1,4.0,32.68,42.0
87,"(1,)",tanh,two-point,permutate,0.1,5.0,31.24,40.0
87,"(1,)",tanh,two-point,permutate,0.1,6.0,33.36,78.0
87,"(1,)",tanh,two-point,permutate,0.1,7.0,32.18,68.0
87,"(1,)",tanh,two-point,permutate,0.1,8.0,34.3,63.0
87,"(1,)",tanh,two-point,permutate,0.1,9.0,36.44,70.0
87,"(1,)",tanh,two-point,permutate,0.1,10.0,40.4,72.0
88,"(1,)",tanh,two-point,permutate,0.5,1.0,31.8,40.0
88,"(1,)",tanh,two-point,permutate,0.5,2.0,33.76,70.0
88,"(1,)",tanh,two-point,permutate,0.5,3.0,32.2,81.0
88,"(1,)",tanh,two-point,permutate,0.5,4.0,32.78,116.0
88,"(1,)",tanh,two-point,permutate,0.5,5.0,45.58,115.0
88,"(1,)",tanh,two-point,permutate,0.5,6.0,45.06,117.0
88,"(1,)",tanh,two-point,permutate,0.5,7.0,49.56,122.0
88,"(1,)",tanh,two-point,permutate,0.5,8.0,60.0,121.0
88,"(1,)",tanh,two-point,permutate,0.5,9.0,53.7,118.0
88,"(1,)",tanh,two-point,permutate,0.5,10.0,63.92,119.0
89,"(1,)",tanh,two-point,permutate,lambda s: 5/s,1.0,32.64,39.0
89,"(1,)",tanh,two-point,permutate,lambda s: 5/s,2.0,32.58,70.0
89,"(1,)",tanh,two-point,permutate,lambda s: 5/s,3.0,32.86,70.0
89,"(1,)",tanh,two-point,permutate,lambda s: 5/s,4.0,33.58,72.0
89,"(1,)",tanh,two-point,permutate,lambda s: 5/s,5.0,42.88,74.0
89,"(1,)",tanh,two-point,permutate,lambda s: 5/s,6.0,47.36,71.0
89,"(1,)",tanh,two-point,permutate,lambda s: 5/s,7.0,50.76,74.0
89,"(1,)",tanh,two-point,permutate,lambda s: 5/s,8.0,55.6,73.0
89,"(1,)",tanh,two-point,permutate,lambda s: 5/s,9.0,58.36,75.0
89,"(1,)",tanh,two-point,permutate,lambda s: 5/s,10.0,61.34,79.0
90,"(1,)",tanh,two-point,normal,0.001,1.0,32.3,42.0
90,"(1,)",tanh,two-point,normal,0.001,2.0,31.92,41.0
90,"(1,)",tanh,two-point,normal,0.001,3.0,31.98,41.0
90,"(1,)",tanh,two-point,normal,0.001,4.0,32.98,54.0
90,"(1,)",tanh,two-point,normal,0.001,5.0,33.44,56.0
90,"(1,)",tanh,two-point,normal,0.001,6.0,33.14,52.0
90,"(1,)",tanh,two-point,normal,0.001,7.0,33.14,47.0
90,"(1,)",tanh,two-point,normal,0.001,8.0,32.94,63.0
90,"(1,)",tanh,two-point,normal,0.001,9.0,30.88,43.0
90,"(1,)",tanh,two-point,normal,0.001,10.0,32.52,39.0
91,"(1,)",tanh,two-point,normal,0.01,1.0,32.58,40.0
91,"(1,)",tanh,two-point,normal,0.01,2.0,32.3,43.0
91,"(1,)",tanh,two-point,normal,0.01,3.0,33.68,76.0
91,"(1,)",tanh,two-point,normal,0.01,4.0,33.98,92.0
91,"(1,)",tanh,two-point,normal,0.01,5.0,40.16,130.0
91,"(1,)",tanh,two-point,normal,0.01,6.0,51.62,140.0
91,"(1,)",tanh,two-point,normal,0.01,7.0,67.4,152.0
91,"(1,)",tanh,two-point,normal,0.01,8.0,84.12,172.0
91,"(1,)",tanh,two-point,normal,0.01,9.0,95.46,302.0
91,"(1,)",tanh,two-point,normal,0.01,10.0,89.58,274.0
92,"(1,)",tanh,two-point,normal,0.1,1.0,32.68,41.0
92,"(1,)",tanh,two-point,normal,0.1,2.0,431.9,9999.0
93,"(1,)",tanh,two-point,normal,0.5,1.0,33.2,41.0
93,"(1,)",tanh,two-point,normal,0.5,2.0,19.0,74.0
93,"(1,)",tanh,two-point,normal,0.5,3.0,220.72,9999.0
94,"(1,)",tanh,two-point,normal,lambda s: 5/s,1.0,33.26,40.0
94,"(1,)",tanh,two-point,normal,lambda s: 5/s,2.0,28.72,114.0
94,"(1,)",tanh,two-point,normal,lambda s: 5/s,3.0,32.9,102.0
94,"(1,)",tanh,two-point,normal,lambda s: 5/s,4.0,237.86,9999.0
95,"(1,)",tanh,two-point,uniform,0.001,1.0,32.58,41.0
95,"(1,)",tanh,two-point,uniform,0.001,2.0,31.92,42.0
95,"(1,)",tanh,two-point,uniform,0.001,3.0,31.68,39.0
95,"(1,)",tanh,two-point,uniform,0.001,4.0,32.78,43.0
95,"(1,)",tanh,two-point,uniform,0.001,5.0,32.18,41.0
95,"(1,)",tanh,two-point,uniform,0.001,6.0,31.96,42.0
95,"(1,)",tanh,two-point,uniform,0.001,7.0,33.9,40.0
95,"(1,)",tanh,two-point,uniform,0.001,8.0,31.94,39.0
95,"(1,)",tanh,two-point,uniform,0.001,9.0,30.9,39.0
95,"(1,)",tanh,two-point,uniform,0.001,10.0,32.54,43.0
96,"(1,)",tanh,two-point,uniform,0.01,1.0,33.12,43.0
96,"(1,)",tanh,two-point,uniform,0.01,2.0,32.02,39.0
96,"(1,)",tanh,two-point,uniform,0.01,3.0,229.94,9999.0
97,"(1,)",tanh,two-point,uniform,0.1,1.0,33.12,41.0
97,"(1,)",tanh,two-point,uniform,0.1,2.0,1031.4,9999.0
98,"(1,)",tanh,two-point,uniform,0.5,1.0,31.62,40.0
98,"(1,)",tanh,two-point,uniform,0.5,2.0,219.84,9999.0
